,movie,year,imdb,metascore,votes,n_imdb
1032,Ice Age: The Meltdown,2006,6.8,58,226806,68.0
1033,Crank,2006,7.0,57,217491,70.0
1034,Perfume: The Story of a Murderer,2006,7.5,56,214117,75.0
1035,The Fountain,2006,7.3,51,212898,73.0
1036,The Fast and the Furious: Tokyo Drift,2006,6.0,45,212171,60.0
1037,The Holiday,2006,6.9,52,211134,69.0
1038,Stranger Than Fiction,2006,7.6,67,204014,76.0
1039,Silent Hill,2006,6.6,31,198855,66.0
1040,Rocky Balboa,2006,7.2,63,184231,72.0
1041,Underworld: Evolution,2006,6.7,36,176746,67.0
1042,Saw III,2006,6.2,48,162783,62.0
1043,The Last King of Scotland,2006,7.7,74,162263,77.0
1044,Happy Feet,2006,6.5,77,153046,65.0
1045,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,149188,66.0
1046,The Hills Have Eyes,2006,6.4,52,146097,64.0
1047,Letters from Iwo Jima,2006,7.9,89,144189,79.0
1048,Over the Hedge,2006,6.7,67,143803,67.0
1049,She's the Man,2006,6.4,45,133441,64.0
1050,Smokin' Aces,2006,6.7,45,129921,67.0
1051,The Departed,2006,8.5,85,1039615,85.0
1052,The Prestige,2006,8.5,66,1028109,85.0
1053,300,2006,7.7,52,677162,77.0
1054,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,598516,73.0
1055,Pan's Labyrinth,2006,8.2,98,555357,82.0
1056,Casino Royale,2006,8.0,80,527365,80.0
1057,Blood Diamond,2006,8.0,64,452635,80.0
1058,X-Men: The Last Stand,2006,6.7,58,439252,67.0
1059,Children of Men,2006,7.9,84,416434,79.0
1060,Little Miss Sunshine,2006,7.8,80,400317,78.0
1061,The Pursuit of Happyness,2006,8.0,64,394144,80.0
1062,The Da Vinci Code,2006,6.6,46,362908,66.0
1063,The Illusionist,2006,7.6,68,331833,76.0
1064,The Devil Wears Prada,2006,6.9,62,328861,69.0
1065,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,326575,73.0
1066,Cars,2006,7.1,73,314705,71.0
1067,The Lives of Others,2006,8.4,89,311900,84.0
1068,Inside Man,2006,7.6,76,306887,76.0
1069,Mission: Impossible III,2006,6.9,66,297695,69.0
1070,Lucky Number Slevin,2006,7.8,53,284843,78.0
1071,Click,2006,6.4,45,277027,64.0
1072,Night at the Museum,2006,6.4,48,277023,64.0
1073,Deja Vu,2006,7.1,59,270189,71.0
1074,Babel,2006,7.5,69,268493,75.0
1075,Apocalypto,2006,7.8,68,265471,78.0
1076,Superman Returns,2006,6.1,72,257184,61.0
1077,Ice Age: The Meltdown,2006,6.8,58,226806,68.0
1078,Crank,2006,7.0,57,217491,70.0
1079,Perfume: The Story of a Murderer,2006,7.5,56,214117,75.0
1080,The Fountain,2006,7.3,51,212898,73.0
1081,The Fast and the Furious: Tokyo Drift,2006,6.0,45,212171,60.0
1082,The Holiday,2006,6.9,52,211134,69.0
1083,Stranger Than Fiction,2006,7.6,67,204014,76.0
1084,Silent Hill,2006,6.6,31,198855,66.0
1085,Rocky Balboa,2006,7.2,63,184231,72.0
1086,Underworld: Evolution,2006,6.7,36,176746,67.0
1087,Saw III,2006,6.2,48,162783,62.0
1088,The Last King of Scotland,2006,7.7,74,162263,77.0
1089,Happy Feet,2006,6.5,77,153046,65.0
1090,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,149188,66.0
1091,The Hills Have Eyes,2006,6.4,52,146097,64.0
1092,Letters from Iwo Jima,2006,7.9,89,144189,79.0
1093,Over the Hedge,2006,6.7,67,143803,67.0
1094,She's the Man,2006,6.4,45,133441,64.0
1095,Smokin' Aces,2006,6.7,45,129921,67.0
1096,No Country for Old Men,2007,8.1,91,740807,81.0
1097,I Am Legend,2007,7.2,65,616691,72.0
1098,The Bourne Ultimatum,2007,8.0,85,571936,80.0
1099,Transformers,2007,7.1,61,559278,71.0
1100,Ratatouille,2007,8.0,96,555995,80.0
1101,Pirates of the Caribbean: At World's End,2007,7.1,50,543012,71.0
1102,Into the Wild,2007,8.1,73,510932,81.0
1103,Superbad,2007,7.6,76,471998,76.0
1104,Juno,2007,7.5,81,457408,75.0
1105,There Will Be Blood,2007,8.1,93,449277,81.0
1106,Spider-Man 3,2007,6.2,59,446131,62.0
1107,Harry Potter and the Order of the Phoenix,2007,7.5,71,434103,75.0
1108,Hot Fuzz,2007,7.9,81,412990,79.0
1109,Zodiac,2007,7.7,78,375468,77.0
1110,Live Free or Die Hard,2007,7.1,69,365029,71.0
1111,American Gangster,2007,7.8,76,358613,78.0
1112,Knocked Up,2007,7.0,85,325720,70.0
1113,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,315877,74.0
1114,Ocean's Thirteen,2007,6.9,62,290832,69.0
1115,Shooter,2007,7.2,53,285733,72.0
1116,The Simpsons Movie,2007,7.3,80,285730,73.0
1117,3:10 to Yuma,2007,7.7,76,264315,77.0
1118,The Mist,2007,7.2,58,254437,72.0
1119,Shrek the Third,2007,6.1,58,245803,61.0
1120,1408,2007,6.8,64,237217,68.0
1121,28 Weeks Later,2007,7.0,78,237089,70.0
1122,Stardust,2007,7.7,66,234902,77.0
1123,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,234060,56.0
1124,Gone Baby Gone,2007,7.7,72,227303,77.0
1125,Atonement,2007,7.8,85,222179,78.0
1126,Sunshine,2007,7.3,64,215381,73.0
1127,Eastern Promises,2007,7.7,82,210199,77.0
1128,The Bucket List,2007,7.4,42,209104,74.0
1129,Ghost Rider,2007,5.2,35,204721,52.0
1130,Paranormal Activity,2007,6.3,68,204540,63.0
1131,Disturbia,2007,6.9,62,203920,69.0
1132,National Treasure: Book of Secrets,2007,6.5,48,201615,65.0
1133,P.S. I Love You,2007,7.1,39,188509,71.0
1134,Resident Evil: Extinction,2007,6.3,41,169715,63.0
1135,Grindhouse,2007,7.6,77,167367,76.0
1136,Fracture,2007,7.2,68,164457,72.0
1137,The Golden Compass,2007,6.1,51,164411,61.0
1138,Enchanted,2007,7.1,75,161605,71.0
1139,The Darjeeling Limited,2007,7.2,67,160911,72.0
1140,No Country for Old Men,2007,8.1,91,740807,81.0
1141,I Am Legend,2007,7.2,65,616691,72.0
1142,The Bourne Ultimatum,2007,8.0,85,571936,80.0
1143,Transformers,2007,7.1,61,559278,71.0
1144,Ratatouille,2007,8.0,96,555995,80.0
1145,Pirates of the Caribbean: At World's End,2007,7.1,50,543012,71.0
1146,Into the Wild,2007,8.1,73,510932,81.0
1147,Superbad,2007,7.6,76,471998,76.0
1148,Juno,2007,7.5,81,457408,75.0
1149,There Will Be Blood,2007,8.1,93,449277,81.0
1150,Spider-Man 3,2007,6.2,59,446131,62.0
1151,Harry Potter and the Order of the Phoenix,2007,7.5,71,434103,75.0
1152,Hot Fuzz,2007,7.9,81,412990,79.0
1153,Zodiac,2007,7.7,78,375468,77.0
1154,Live Free or Die Hard,2007,7.1,69,365029,71.0
1155,American Gangster,2007,7.8,76,358613,78.0
1156,Knocked Up,2007,7.0,85,325720,70.0
1157,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,315877,74.0
1158,Ocean's Thirteen,2007,6.9,62,290832,69.0
1159,Shooter,2007,7.2,53,285733,72.0
1160,The Simpsons Movie,2007,7.3,80,285730,73.0
1161,3:10 to Yuma,2007,7.7,76,264315,77.0
1162,The Mist,2007,7.2,58,254437,72.0
1163,Shrek the Third,2007,6.1,58,245803,61.0
1164,1408,2007,6.8,64,237217,68.0
1165,28 Weeks Later,2007,7.0,78,237089,70.0
1166,Stardust,2007,7.7,66,234902,77.0
1167,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,234060,56.0
1168,Gone Baby Gone,2007,7.7,72,227303,77.0
1169,Atonement,2007,7.8,85,222179,78.0
1170,Sunshine,2007,7.3,64,215381,73.0
1171,Eastern Promises,2007,7.7,82,210199,77.0
1172,The Bucket List,2007,7.4,42,209104,74.0
1173,Ghost Rider,2007,5.2,35,204721,52.0
1174,Paranormal Activity,2007,6.3,68,204540,63.0
1175,Disturbia,2007,6.9,62,203920,69.0
1176,National Treasure: Book of Secrets,2007,6.5,48,201615,65.0
1177,P.S. I Love You,2007,7.1,39,188509,71.0
1178,Resident Evil: Extinction,2007,6.3,41,169715,63.0
1179,Grindhouse,2007,7.6,77,167367,76.0
1180,Fracture,2007,7.2,68,164457,72.0
1181,The Golden Compass,2007,6.1,51,164411,61.0
1182,Enchanted,2007,7.1,75,161605,71.0
1183,The Darjeeling Limited,2007,7.2,67,160911,72.0
1184,No Country for Old Men,2007,8.1,91,740807,81.0
1185,I Am Legend,2007,7.2,65,616691,72.0
1186,The Bourne Ultimatum,2007,8.0,85,571936,80.0
1187,Transformers,2007,7.1,61,559278,71.0
1188,Ratatouille,2007,8.0,96,555995,80.0
1189,Pirates of the Caribbean: At World's End,2007,7.1,50,543012,71.0
1190,Into the Wild,2007,8.1,73,510932,81.0
1191,Superbad,2007,7.6,76,471998,76.0
1192,Juno,2007,7.5,81,457408,75.0
1193,There Will Be Blood,2007,8.1,93,449277,81.0
1194,Spider-Man 3,2007,6.2,59,446131,62.0
1195,Harry Potter and the Order of the Phoenix,2007,7.5,71,434103,75.0
1196,Hot Fuzz,2007,7.9,81,412990,79.0
1197,Zodiac,2007,7.7,78,375468,77.0
1198,Live Free or Die Hard,2007,7.1,69,365029,71.0
1199,American Gangster,2007,7.8,76,358613,78.0
1200,Knocked Up,2007,7.0,85,325720,70.0
1201,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,315877,74.0
1202,Ocean's Thirteen,2007,6.9,62,290832,69.0
1203,Shooter,2007,7.2,53,285733,72.0
1204,The Simpsons Movie,2007,7.3,80,285730,73.0
1205,3:10 to Yuma,2007,7.7,76,264315,77.0
1206,The Mist,2007,7.2,58,254437,72.0
1207,Shrek the Third,2007,6.1,58,245803,61.0
1208,1408,2007,6.8,64,237217,68.0
1209,28 Weeks Later,2007,7.0,78,237089,70.0
1210,Stardust,2007,7.7,66,234902,77.0
1211,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,234060,56.0
1212,Gone Baby Gone,2007,7.7,72,227303,77.0
1213,Atonement,2007,7.8,85,222179,78.0
1214,Sunshine,2007,7.3,64,215381,73.0
1215,Eastern Promises,2007,7.7,82,210199,77.0
1216,The Bucket List,2007,7.4,42,209104,74.0
1217,Ghost Rider,2007,5.2,35,204721,52.0
1218,Paranormal Activity,2007,6.3,68,204540,63.0
1219,Disturbia,2007,6.9,62,203920,69.0
1220,National Treasure: Book of Secrets,2007,6.5,48,201615,65.0
1221,P.S. I Love You,2007,7.1,39,188509,71.0
1222,Resident Evil: Extinction,2007,6.3,41,169715,63.0
1223,Grindhouse,2007,7.6,77,167367,76.0
1224,Fracture,2007,7.2,68,164457,72.0
1225,The Golden Compass,2007,6.1,51,164411,61.0
1226,Enchanted,2007,7.1,75,161605,71.0
1227,The Darjeeling Limited,2007,7.2,67,160911,72.0
1228,No Country for Old Men,2007,8.1,91,740807,81.0
1229,I Am Legend,2007,7.2,65,616691,72.0
1230,The Bourne Ultimatum,2007,8.0,85,571936,80.0
1231,Transformers,2007,7.1,61,559278,71.0
1232,Ratatouille,2007,8.0,96,555995,80.0
1233,Pirates of the Caribbean: At World's End,2007,7.1,50,543012,71.0
1234,Into the Wild,2007,8.1,73,510932,81.0
1235,Superbad,2007,7.6,76,471998,76.0
1236,Juno,2007,7.5,81,457408,75.0
1237,There Will Be Blood,2007,8.1,93,449277,81.0
1238,Spider-Man 3,2007,6.2,59,446131,62.0
1239,Harry Potter and the Order of the Phoenix,2007,7.5,71,434103,75.0
1240,Hot Fuzz,2007,7.9,81,412990,79.0
1241,Zodiac,2007,7.7,78,375468,77.0
1242,Live Free or Die Hard,2007,7.1,69,365029,71.0
1243,American Gangster,2007,7.8,76,358613,78.0
1244,Knocked Up,2007,7.0,85,325720,70.0
1245,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,315877,74.0
1246,Ocean's Thirteen,2007,6.9,62,290832,69.0
1247,Shooter,2007,7.2,53,285733,72.0
1248,The Simpsons Movie,2007,7.3,80,285730,73.0
1249,3:10 to Yuma,2007,7.7,76,264315,77.0
1250,The Mist,2007,7.2,58,254437,72.0
1251,Shrek the Third,2007,6.1,58,245803,61.0
1252,1408,2007,6.8,64,237217,68.0
1253,28 Weeks Later,2007,7.0,78,237089,70.0
1254,Stardust,2007,7.7,66,234902,77.0
1255,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,234060,56.0
1256,Gone Baby Gone,2007,7.7,72,227303,77.0
1257,Atonement,2007,7.8,85,222179,78.0
1258,Sunshine,2007,7.3,64,215381,73.0
1259,Eastern Promises,2007,7.7,82,210199,77.0
1260,The Bucket List,2007,7.4,42,209104,74.0
1261,Ghost Rider,2007,5.2,35,204721,52.0
1262,Paranormal Activity,2007,6.3,68,204540,63.0
1263,Disturbia,2007,6.9,62,203920,69.0
1264,National Treasure: Book of Secrets,2007,6.5,48,201615,65.0
1265,P.S. I Love You,2007,7.1,39,188509,71.0
1266,Resident Evil: Extinction,2007,6.3,41,169715,63.0
1267,Grindhouse,2007,7.6,77,167367,76.0
1268,Fracture,2007,7.2,68,164457,72.0
1269,The Golden Compass,2007,6.1,51,164411,61.0
1270,Enchanted,2007,7.1,75,161605,71.0
1271,The Darjeeling Limited,2007,7.2,67,160911,72.0
1272,The Dark Knight,2008,9.0,84,1990749,90.0
1273,WALL·E,2008,8.4,95,873989,84.0
1274,Iron Man,2008,7.9,79,820326,79.0
1275,Slumdog Millionaire,2008,8.0,86,728591,80.0
1276,Gran Torino,2008,8.1,72,653094,81.0
1277,Taken,2008,7.8,50,529361,78.0
1278,The Curious Case of Benjamin Button,2008,7.8,70,525199,78.0
1279,Hancock,2008,6.4,49,399456,64.0
1280,Twilight,2008,5.2,56,383918,52.0
1281,The Hurt Locker,2008,7.6,94,382517,76.0
1282,The Incredible Hulk,2008,6.8,61,382269,68.0
1283,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65,380656,62.0
1284,Quantum of Solace,2008,6.6,58,369574,66.0
1285,Kung Fu Panda,2008,7.6,73,366062,76.0
1286,In Bruges,2008,7.9,67,353066,79.0
1287,Tropic Thunder,2008,7.0,71,344633,70.0
1288,Cloverfield,2008,7.0,64,343799,70.0
1289,Wanted,2008,6.7,64,333502,67.0
1290,Yes Man,2008,6.8,46,303825,68.0
1291,Pineapple Express,2008,7.0,64,286195,70.0
1292,Burn After Reading,2008,7.0,63,280187,70.0
1293,The Wrestler,2008,7.9,81,273733,79.0
1294,Jumper,2008,6.1,35,267055,61.0
1295,Seven Pounds,2008,7.6,36,262313,76.0
1296,Forgetting Sarah Marshall,2008,7.2,67,242817,72.0
1297,Step Brothers,2008,6.9,51,240059,69.0
1298,Hellboy II: The Golden Army,2008,7.0,78,233459,70.0
1299,Vicky Cristina Barcelona,2008,7.1,70,223145,71.0
1300,Changeling,2008,7.8,63,219292,78.0
1301,RocknRolla,2008,7.3,53,215745,73.0
1302,The Reader,2008,7.6,58,213446,76.0
1303,21,2008,6.8,48,209726,68.0
1304,Valkyrie,2008,7.1,56,208928,71.0
1305,Role Models,2008,6.9,61,208686,69.0
1306,Rambo,2008,7.0,46,197607,70.0
1307,Body of Lies,2008,7.1,57,195251,71.0
1308,Ip Man,2008,8.0,59,192667,80.0
1309,Let the Right One In,2008,7.9,82,191773,79.0
1310,Get Smart,2008,6.5,54,186172,65.0
1311,Death Race,2008,6.4,43,184141,64.0
1312,Mamma Mia!,2008,6.4,51,183893,64.0
1313,The Happening,2008,5.0,34,181408,50.0
1314,Madagascar: Escape 2 Africa,2008,6.7,61,175371,67.0
1315,You Don't Mess with the Zohan,2008,5.5,54,173651,55.0
1316,Revolutionary Road,2008,7.3,69,173268,73.0
1317,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,173145,65.0
1318,The Dark Knight,2008,9.0,84,1990749,90.0
1319,WALL·E,2008,8.4,95,873989,84.0
1320,Iron Man,2008,7.9,79,820326,79.0
1321,Slumdog Millionaire,2008,8.0,86,728591,80.0
1322,Gran Torino,2008,8.1,72,653094,81.0
1323,Taken,2008,7.8,50,529361,78.0
1324,The Curious Case of Benjamin Button,2008,7.8,70,525199,78.0
1325,Hancock,2008,6.4,49,399456,64.0
1326,Twilight,2008,5.2,56,383918,52.0
1327,The Hurt Locker,2008,7.6,94,382517,76.0
1328,The Incredible Hulk,2008,6.8,61,382269,68.0
1329,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65,380656,62.0
1330,Quantum of Solace,2008,6.6,58,369574,66.0
1331,Kung Fu Panda,2008,7.6,73,366062,76.0
1332,In Bruges,2008,7.9,67,353066,79.0
1333,Tropic Thunder,2008,7.0,71,344633,70.0
1334,Cloverfield,2008,7.0,64,343799,70.0
1335,Wanted,2008,6.7,64,333502,67.0
1336,Yes Man,2008,6.8,46,303825,68.0
1337,Pineapple Express,2008,7.0,64,286195,70.0
1338,Burn After Reading,2008,7.0,63,280187,70.0
1339,The Wrestler,2008,7.9,81,273733,79.0
1340,Jumper,2008,6.1,35,267055,61.0
1341,Seven Pounds,2008,7.6,36,262313,76.0
1342,Forgetting Sarah Marshall,2008,7.2,67,242817,72.0
1343,Step Brothers,2008,6.9,51,240059,69.0
1344,Hellboy II: The Golden Army,2008,7.0,78,233459,70.0
1345,Vicky Cristina Barcelona,2008,7.1,70,223145,71.0
1346,Changeling,2008,7.8,63,219292,78.0
1347,RocknRolla,2008,7.3,53,215745,73.0
1348,The Reader,2008,7.6,58,213446,76.0
1349,21,2008,6.8,48,209726,68.0
1350,Valkyrie,2008,7.1,56,208928,71.0
1351,Role Models,2008,6.9,61,208686,69.0
1352,Rambo,2008,7.0,46,197607,70.0
1353,Body of Lies,2008,7.1,57,195251,71.0
1354,Ip Man,2008,8.0,59,192667,80.0
1355,Let the Right One In,2008,7.9,82,191773,79.0
1356,Get Smart,2008,6.5,54,186172,65.0
1357,Death Race,2008,6.4,43,184141,64.0
1358,Mamma Mia!,2008,6.4,51,183893,64.0
1359,The Happening,2008,5.0,34,181408,50.0
1360,Madagascar: Escape 2 Africa,2008,6.7,61,175371,67.0
1361,You Don't Mess with the Zohan,2008,5.5,54,173651,55.0
1362,Revolutionary Road,2008,7.3,69,173268,73.0
1363,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,173145,65.0
1364,The Dark Knight,2008,9.0,84,1990749,90.0
1365,WALL·E,2008,8.4,95,873989,84.0
1366,Iron Man,2008,7.9,79,820326,79.0
1367,Slumdog Millionaire,2008,8.0,86,728591,80.0
1368,Gran Torino,2008,8.1,72,653094,81.0
1369,Taken,2008,7.8,50,529361,78.0
1370,The Curious Case of Benjamin Button,2008,7.8,70,525199,78.0
1371,Hancock,2008,6.4,49,399456,64.0
1372,Twilight,2008,5.2,56,383918,52.0
1373,The Hurt Locker,2008,7.6,94,382517,76.0
1374,The Incredible Hulk,2008,6.8,61,382269,68.0
1375,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65,380656,62.0
1376,Quantum of Solace,2008,6.6,58,369574,66.0
1377,Kung Fu Panda,2008,7.6,73,366062,76.0
1378,In Bruges,2008,7.9,67,353066,79.0
1379,Tropic Thunder,2008,7.0,71,344633,70.0
1380,Cloverfield,2008,7.0,64,343799,70.0
1381,Wanted,2008,6.7,64,333502,67.0
1382,Yes Man,2008,6.8,46,303825,68.0
1383,Pineapple Express,2008,7.0,64,286195,70.0
1384,Burn After Reading,2008,7.0,63,280187,70.0
1385,The Wrestler,2008,7.9,81,273733,79.0
1386,Jumper,2008,6.1,35,267055,61.0
1387,Seven Pounds,2008,7.6,36,262313,76.0
1388,Forgetting Sarah Marshall,2008,7.2,67,242817,72.0
1389,Step Brothers,2008,6.9,51,240059,69.0
1390,Hellboy II: The Golden Army,2008,7.0,78,233459,70.0
1391,Vicky Cristina Barcelona,2008,7.1,70,223145,71.0
1392,Changeling,2008,7.8,63,219292,78.0
1393,RocknRolla,2008,7.3,53,215745,73.0
1394,The Reader,2008,7.6,58,213446,76.0
1395,21,2008,6.8,48,209726,68.0
1396,Valkyrie,2008,7.1,56,208928,71.0
1397,Role Models,2008,6.9,61,208686,69.0
1398,Rambo,2008,7.0,46,197607,70.0
1399,Body of Lies,2008,7.1,57,195251,71.0
1400,Ip Man,2008,8.0,59,192667,80.0
1401,Let the Right One In,2008,7.9,82,191773,79.0
1402,Get Smart,2008,6.5,54,186172,65.0
1403,Death Race,2008,6.4,43,184141,64.0
1404,Mamma Mia!,2008,6.4,51,183893,64.0
1405,The Happening,2008,5.0,34,181408,50.0
1406,Madagascar: Escape 2 Africa,2008,6.7,61,175371,67.0
1407,You Don't Mess with the Zohan,2008,5.5,54,173651,55.0
1408,Revolutionary Road,2008,7.3,69,173268,73.0
1409,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,173145,65.0
1410,The Dark Knight,2008,9.0,84,1990749,90.0
1411,WALL·E,2008,8.4,95,873989,84.0
1412,Iron Man,2008,7.9,79,820326,79.0
1413,Slumdog Millionaire,2008,8.0,86,728591,80.0
1414,Gran Torino,2008,8.1,72,653094,81.0
1415,Taken,2008,7.8,50,529361,78.0
1416,The Curious Case of Benjamin Button,2008,7.8,70,525199,78.0
1417,Hancock,2008,6.4,49,399456,64.0
1418,Twilight,2008,5.2,56,383918,52.0
1419,The Hurt Locker,2008,7.6,94,382517,76.0
1420,The Incredible Hulk,2008,6.8,61,382269,68.0
1421,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65,380656,62.0
1422,Quantum of Solace,2008,6.6,58,369574,66.0
1423,Kung Fu Panda,2008,7.6,73,366062,76.0
1424,In Bruges,2008,7.9,67,353066,79.0
1425,Tropic Thunder,2008,7.0,71,344633,70.0
1426,Cloverfield,2008,7.0,64,343799,70.0
1427,Wanted,2008,6.7,64,333502,67.0
1428,Yes Man,2008,6.8,46,303825,68.0
1429,Pineapple Express,2008,7.0,64,286195,70.0
1430,Burn After Reading,2008,7.0,63,280187,70.0
1431,The Wrestler,2008,7.9,81,273733,79.0
1432,Jumper,2008,6.1,35,267055,61.0
1433,Seven Pounds,2008,7.6,36,262313,76.0
1434,Forgetting Sarah Marshall,2008,7.2,67,242817,72.0
1435,Step Brothers,2008,6.9,51,240059,69.0
1436,Hellboy II: The Golden Army,2008,7.0,78,233459,70.0
1437,Vicky Cristina Barcelona,2008,7.1,70,223145,71.0
1438,Changeling,2008,7.8,63,219292,78.0
1439,RocknRolla,2008,7.3,53,215745,73.0
1440,The Reader,2008,7.6,58,213446,76.0
1441,21,2008,6.8,48,209726,68.0
1442,Valkyrie,2008,7.1,56,208928,71.0
1443,Role Models,2008,6.9,61,208686,69.0
1444,Rambo,2008,7.0,46,197607,70.0
1445,Body of Lies,2008,7.1,57,195251,71.0
1446,Ip Man,2008,8.0,59,192667,80.0
1447,Let the Right One In,2008,7.9,82,191773,79.0
1448,Get Smart,2008,6.5,54,186172,65.0
1449,Death Race,2008,6.4,43,184141,64.0
1450,Mamma Mia!,2008,6.4,51,183893,64.0
1451,The Happening,2008,5.0,34,181408,50.0
1452,Madagascar: Escape 2 Africa,2008,6.7,61,175371,67.0
1453,You Don't Mess with the Zohan,2008,5.5,54,173651,55.0
1454,Revolutionary Road,2008,7.3,69,173268,73.0
1455,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,173145,65.0
1456,Inglourious Basterds,2009,8.3,69,1078302,83.0
1457,Avatar,2009,7.8,83,1011553,78.0
1458,Up,2009,8.3,88,813732,83.0
1459,The Hangover,2009,7.7,73,653306,77.0
1460,District 9,2009,7.9,81,592000,79.0
1461,Star Trek,2009,8.0,82,549658,80.0
1462,Sherlock Holmes,2009,7.6,57,536857,76.0
1463,Zombieland,2009,7.7,73,444618,77.0
1464,Watchmen,2009,7.6,56,441921,76.0
1465,500 Days of Summer,2009,7.7,76,430699,77.0
1466,X-Men Origins: Wolverine,2009,6.6,40,423286,66.0
1467,Harry Potter and the Half-Blood Prince,2009,7.6,78,399242,76.0
1468,Transformers: Revenge of the Fallen,2009,6.0,35,357319,60.0
1469,2012,2009,5.8,49,319940,58.0
1470,Terminator Salvation,2009,6.6,49,314301,66.0
1471,Moon,2009,7.9,67,304223,79.0
1472,Up in the Air,2009,7.4,83,295928,74.0
1473,3 Idiots,2009,8.4,67,286490,84.0
1474,The Proposal,2009,6.7,48,263878,67.0
1475,The Blind Side,2009,7.7,53,258925,77.0
1476,Public Enemies,2009,7.0,70,256216,70.0
1477,Angels & Demons,2009,6.7,48,246077,67.0
1478,Law Abiding Citizen,2009,7.4,34,245491,74.0
1479,The Twilight Saga: New Moon,2009,4.7,44,243023,47.0
1480,Fast & Furious,2009,6.6,46,235869,66.0
1481,Knowing,2009,6.2,41,205249,62.0
1482,The Road,2009,7.3,64,202339,73.0
1483,Ice Age: Dawn of the Dinosaurs,2009,7.0,50,195933,70.0
1484,The Girl with the Dragon Tattoo,2009,7.8,76,193851,78.0
1485,Mr. Nobody,2009,7.9,63,190705,79.0
1486,G.I. Joe: The Rise of Cobra,2009,5.8,32,188820,58.0
1487,The Ugly Truth,2009,6.5,28,185372,65.0
1488,"I Love You, Man",2009,7.0,70,182545,70.0
1489,Cloudy with a Chance of Meatballs,2009,7.0,66,179730,70.0
1490,Coraline,2009,7.7,80,174264,77.0
1491,Drag Me to Hell,2009,6.6,83,174154,66.0
1492,Fantastic Mr. Fox,2009,7.8,83,170962,78.0
1493,Orphan,2009,7.0,42,170723,70.0
1494,The Taking of Pelham 123,2009,6.4,55,168978,64.0
1495,The Secret in Their Eyes,2009,8.2,80,166990,82.0
1496,17 Again,2009,6.4,48,163172,64.0
1497,Surrogates,2009,6.3,45,161416,63.0
1498,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,154748,60.0
1499,He's Just Not That Into You,2009,6.4,47,146734,64.0
1500,Inglourious Basterds,2009,8.3,69,1078302,83.0
1501,Avatar,2009,7.8,83,1011553,78.0
1502,Up,2009,8.3,88,813732,83.0
1503,The Hangover,2009,7.7,73,653306,77.0
1504,District 9,2009,7.9,81,592000,79.0
1505,Star Trek,2009,8.0,82,549658,80.0
1506,Sherlock Holmes,2009,7.6,57,536857,76.0
1507,Zombieland,2009,7.7,73,444618,77.0
1508,Watchmen,2009,7.6,56,441921,76.0
1509,500 Days of Summer,2009,7.7,76,430699,77.0
1510,X-Men Origins: Wolverine,2009,6.6,40,423286,66.0
1511,Harry Potter and the Half-Blood Prince,2009,7.6,78,399242,76.0
1512,Transformers: Revenge of the Fallen,2009,6.0,35,357319,60.0
1513,2012,2009,5.8,49,319940,58.0
1514,Terminator Salvation,2009,6.6,49,314301,66.0
1515,Moon,2009,7.9,67,304223,79.0
1516,Up in the Air,2009,7.4,83,295928,74.0
1517,3 Idiots,2009,8.4,67,286490,84.0
1518,The Proposal,2009,6.7,48,263878,67.0
1519,The Blind Side,2009,7.7,53,258925,77.0
1520,Public Enemies,2009,7.0,70,256216,70.0
1521,Angels & Demons,2009,6.7,48,246077,67.0
1522,Law Abiding Citizen,2009,7.4,34,245491,74.0
1523,The Twilight Saga: New Moon,2009,4.7,44,243023,47.0
1524,Fast & Furious,2009,6.6,46,235869,66.0
1525,Knowing,2009,6.2,41,205249,62.0
1526,The Road,2009,7.3,64,202339,73.0
1527,Ice Age: Dawn of the Dinosaurs,2009,7.0,50,195933,70.0
1528,The Girl with the Dragon Tattoo,2009,7.8,76,193851,78.0
1529,Mr. Nobody,2009,7.9,63,190705,79.0
1530,G.I. Joe: The Rise of Cobra,2009,5.8,32,188820,58.0
1531,The Ugly Truth,2009,6.5,28,185372,65.0
1532,"I Love You, Man",2009,7.0,70,182545,70.0
